"citation_key","inclusion_1","inclusion_2","ec_quality","ec_research_availability","ec_dt_for_non_security_case","ec_dt_missing","ec_not_IOT_CPS_context","ec_dt_for_security","ec_complete_book","comment"
"Hutchins2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"HwaiyuGeng2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"HwaiyuGeng2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Hyunuk2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Håkansson2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Hébert1987","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Höller2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"ICIEAM2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"IEEE2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"IEEE2018a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"IEEE2018b","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"IEEE2018c","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"IEEE2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"IEEE2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"IEEE9999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"IEEE9999a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"IFACPapersOnLine2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"IPC2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"ITU2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Iamandi2020","yes","no","no","no","yes","no","no","no","no","-"
"Iannacone2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Iber2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Iber2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"IbmNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ibraheem2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ibrahim2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ico2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ics-cert2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ics22018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Icscert2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"IcsiNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Igure2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ihekoronye2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ilgun1995","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ilin2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Illiashenko2020","yes","no","no","no","no","yes","no","no","no","-"
"Imoize2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Imort","yes","no","no","no","yes","no","no","yes","no","-"
"Indrakumari2020","yes","no","no","no","yes","no","no","no","no","-"
"Ingram2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ingre2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Inkinen2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Inocncio2019","yes","no","yes","no","no","no","no","no","no","-"
"Inoue2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Institute2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Intel2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"IntellectsoftNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Io2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ionescu2016","yes","no","no","no","yes","no","no","no","no","-"
"Iqbal2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Iqbal2018a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Iqbal2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Iqbal2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Iqbal2020a","yes","no","no","no","no","yes","no","no","no","-"
"Irritu2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Isaksson2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Isermann2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ismail2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ismail2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ismail2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Iso9999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Isoiec9999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Itano2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Iturbe2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Iureva2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ivanov2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ivanov2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ivanov2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jabez2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jackson2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jafari2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jahankhani2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jahankhani2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jain2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jain2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jakovlev2021","yes","yes","no","no","no","no","no","no","no","-"
"James2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jami","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jamsa-jounela2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jamshidi2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jamwal2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Janmaijaya2021","yes","no","no","no","yes","no","no","no","no","-"
"Janning2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jansen2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jansen2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jaquith2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jardine2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jasko2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jauffret1996","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Javaid2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Javaid2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jay1997","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jayashree2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jaydip2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jazdi2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ja’afreh2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jemili2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jennex2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jensen2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jenssen2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jeon2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jeong2020","yes","no","no","no","yes","no","no","no","no","-"
"Jeschke2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jha2020","yes","no","no","no","yes","no","no","no","no","-"
"Jharko2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jharko2020a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jharko2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ji2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jia2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jiajia2020","yes","no","no","no","yes","yes","no","no","no","-"
"Jiang2018","yes","no","no","no","yes","no","no","no","no","-"
"Jiang2018a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jiang2018ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jiang2020","yes","no","no","no","yes","no","no","no","no","-"
"Jiang2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jiang2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jianhua2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jianhua2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jianjun2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jiankun2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jianping2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jianqiang2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jianwei2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jianxiong2000","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jianzhe2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jiao2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jie2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jiehan2004","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jimenez2020","yes","no","no","no","no","no","no","yes","no","-"
"Jimenez2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jin2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jing2005","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jing2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jingwei2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jinsong2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jinsub2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Joao2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"John2001","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"John2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"John2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Johnson2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Johnson2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jones2000","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jones2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jones2020","yes","no","no","no","yes","no","no","no","no","-"
"Jones2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jones2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Joong-hee2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jooseok2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jordan1975","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Joshi2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Joshi2017a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Josifovska2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Journal2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Juarez2021","yes","no","no","no","yes","no","no","no","no","-"
"Jula2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Juliani2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Juliano2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Julien2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jun-20","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Junejo2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Jurva2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"K.-d2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kabaldin2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kabir2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kabugo2020","yes","no","no","no","yes","no","no","no","no","-"
"Kabzhassarova2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kadlec2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kaewunruen2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kagermann2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kagermann2011b","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kagermann2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kaili2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kakarott2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kalajdzic2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kalinin2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kalinin2018a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kalinin2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kalle2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kalliola2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kalman1960","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kaloudi2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kam1997","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kamal2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kamble2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kampars2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kanak2019","yes","no","no","no","no","no","no","yes","no","-"
"Kandasamy2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kane2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kaner1999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kang2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kang2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kang2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kang2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kanjir2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kannengiesser2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kanuparthi2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kapoor2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kar2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Karachay2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Karadeniz2019","yes","no","no","no","no","no","no","yes","no","-"
"Karagiannis2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Karami2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kargl2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Karin2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Karlo2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Karlsson2020","yes","yes","no","no","no","no","no","no","no","-"
"Karmakar2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Karnik2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Karnouskos2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Karnouskos2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Karuna2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kaspersky2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kaspersky2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kassner2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Katchasuwanmanee2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kato2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Katsigiannis2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Katyara2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Katzenbeisser2000","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kaur2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kaur2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kaur2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kaur2021b","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kavak2016","yes","no","no","no","no","yes","no","no","no","-"
"Kecun2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Keil2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kekulandara9999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kelion2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kelkar2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kellerman2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kelley2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kenett2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kenett2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kenett2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kenett2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kenneth2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kent2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kephart2003","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Keras2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kerin2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kern2020","yes","no","no","no","yes","no","no","no","no","-"
"Kerr2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Keshk2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kesler2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kessler2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kessler2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Keung2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kevin2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khademi","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khadim2021","yes","no","no","no","yes","no","no","no","no","-"
"Khajavi2020","yes","no","no","no","yes","no","no","no","no","-"
"Khaled2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khalid2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khalid2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khalil2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khamis2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khan2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khan2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khan2016a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khan2018","yes","no","no","no","no","yes","no","no","no","-"
"Khan2020","yes","no","no","no","no","yes","no","no","no","-"
"Khan2020a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khan2020ab","yes","no","no","no","no","no","no","yes","no","-"
"Khan2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khan2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khan2021b","yes","no","no","yes","no","no","no","no","no","-"
"Khan2021c","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kharchenko2020","yes","no","no","no","yes","no","no","no","no","-"
"Khnle2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khorshed2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khouzani2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Khraisat2019","yes","no","no","no","no","yes","no","no","no","-"
"Kiayias2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kieseberg2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kieseberg2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kijak2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kijak2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kijak2021b","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kijak2021c","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kijak2021d","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kikalt2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kilgore2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kilic2019","yes","no","no","no","no","yes","no","no","no","-"
"Kilicay-ergin2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kim2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kim2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kim2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kim2015a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kim2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kim2019","yes","no","no","no","yes","no","no","no","no","-"
"Kim2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kim2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kind2021","yes","yes","no","no","no","no","no","no","no","-"
"Kindt-larsen2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"King2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kipper2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kiran2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kirat2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kirchhof2020","yes","no","no","no","yes","no","no","no","no","-"
"Kirillin2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kirkpatrick2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kitchenham2004","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kitchenham2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kitchenham2015a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Klaeger2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Klau2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Klau2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Klauw2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kleinmann2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kleinmann2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Klick2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Klinger2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kloibhofer2018","yes","no","no","no","yes","no","no","no","no","-"
"Knapp2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Knapp2017","yes","no","no","no","yes","no","no","no","no","-"
"Knapskog1991","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Knorr9999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Knowles2015","yes","no","no","no","no","yes","no","no","no","-"
"Knudsen2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kobashi2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Koc2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kocakulak2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kocamaz2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Koch2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kocher2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kocovic9999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kohlhaas2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kokuytseva2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kokuytseva2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kolesnichenko2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kolias2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kolias2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kolyvakis2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Komissarova2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Komninos2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Konakalla2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Kondo","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
